_id,_form_id,facility_id,facility_name,admin_region,Location_accuracy,Location_altitude,Location_latitude,Location_longitude,facility_type,facility_ownership,facility_population,facility_coverage,storage_type,delivery_type,electricity_source,grid_power_availability,gas_availability,kerosene_availability,solar_suitable_climate,solar_suitable_site,climate_zone,vaccine_supply_interval,vaccine_reserve_stock_requirement,vaccine_supply_mode,distance_to_supply,contact_name,_locale,_savepoint_type,_savepoint_timestamp,_savepoint_creator,_row_etag,_filter_type,_filter_value
100,,1003-0009,Mndinda Dispensary,Ntchisi,,,-13.24468176,34.05603976,health_center,public,7346,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,both,32,G. LAMBULIRA,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,,
101,,1003-0010,Khuwi Health Centre,Ntchisi,,,-13.42901487,33.83327868,community_hospital,public,24488,100,delivery,both,grid,fewer_than_4,not_available,not_available,yes,yes,temperate,4,1,delivered,15,R. MTUPANYAMA,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,,
102,,1003-0011,Kamsonga Health Centre,Ntchisi,,,-13.27135875,33.79863933,community_hospital,public,17585,100,delivery,both,none,none,irregular,not_available,yes,yes,temperate,4,1,delivered,22,B. NKHAMBULE,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,,
103,,1003-0012,Malambo Health Centre,Ntchisi,,,-13.21034934,33.76161825,community_hospital,faithbased,8340,100,delivery,both,none,none,not_available,unknown,yes,yes,temperate,4,1,both,32,SR V.F. NKHONYO,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,,
104,,1003-0013,Mkuzi Health Centre,Ntchisi,,,-13.36366378,33.77592986,community_hospital,public,17141,100,delivery,both,none,none,not_available,irregular,yes,yes,temperate,4,1,delivered,22,D. SAYANJANA,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,,
105,,1004-0000,Salima Hospital,Salima,,,-13.7593218,34.42110805,central_hospital,public,56153,10,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,1,1,collected,100,VICTOR PHIRI,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,,
106,,1004-0001,Salima District Vaccine Store,Salima,,,-13.7593218,34.42110805,regional_vaccine_store,public,371938,100,depot,both,grid,more_than_16,unknown,unknown,yes,yes,temperate,4,1,collected,1,VICTOR PHIRI,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,,
107,,1004-0002,Chitala Health Centre,Salima,,,-13.66891811,34.27078197,community_hospital,faithbased,10098,100,delivery,both,grid,more_than_16,unknown,unknown,yes,yes,temperate,4,1,delivered,29,MATHEWS FISI,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,,
108,,1004-0003,Kaphatenga Health Centre,Salima,,,-13.76002658,34.38303805,community_hospital,faithbased,21624,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,both,7,COLLINS KAFUNSO,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,,
109,,1004-0004,Chinguluwe Health Centre,Salima,,,-13.66197329,34.38429461,community_hospital,public,13344,100,delivery,both,none,none,not_available,not_available,yes,yes,temperate,4,1,delivered,15,ISAAC E. MANDALA,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,,
110,,1004-0005,Katawa Health Centre,Salima,,,-13.71049438,34.31736707,community_hospital,private,8068,100,delivery,both,none,none,irregular,not_available,yes,yes,temperate,4,1,delivered,22,MWALILINO,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,,
111,,1004-0006,Khombeza Health Centre,Salima,,,-13.59405717,34.31061209,community_hospital,public,51535,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,29,SAMUEL CHIMWAZA,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,,
112,,1004-0007,Makiyoni Health Centre,Salima,,,-13.58323191,34.19634426,community_hospital,public,22911,100,delivery,both,none,none,irregular,not_available,yes,yes,temperate,4,1,delivered,50,VINCCENT CHAUMA,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,,
113,,1004-0008,Thavite Health Centre,Salima,,,-13.49530536,34.26054562,community_hospital,public,22890,100,delivery,both,none,none,irregular,not_available,yes,yes,temperate,5,1,delivered,50,CHANCY O.W. KADZUWA,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,,
114,,1004-0009,Salima Admarc Clinic,Salima,,,-13.7821472,34.45814865,health_center,public,24772,100,delivery,both,none,none,unknown,unknown,yes,yes,temperate,4,1,collected,8,E. SAKWATA,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,,
115,,1004-0010,Blm Clinic,Salima,,,-13.77877448,34.4583127,community_hospital,private,1880,100,delivery,static,grid,more_than_16,not_available,unknown,yes,yes,temperate,4,1,both,8,TED KAPONDA,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,,
116,,1004-0011,Baptist Medical Clinic,Salima,,,-13.73850108,34.59454534,community_hospital,faithbased,14280,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,20,M.B.P. KANOWA,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,,
117,,1004-0012,Lifuwu Health Centre,Salima,,,-13.73850108,34.59454534,community_hospital,public,14494,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,18,JAMESON GOMANI,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,,
118,,1004-0013,Mafco Camp Hospital,Salima,,,-13.78130863,34.60310319,rural_hospital,private,5650,10,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,20,M. KAMKWALE,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,,
119,,1004-0014,Parachute Clinic,Salima,,,-13.74063641,34.58720875,rural_hospital,private,2000,10,delivery,static,grid,more_than_16,not_available,not_available,yes,yes,temperate,5,1,both,20,ANDREW KANJANGO,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,,
120,,1004-0015,Maganga Health Centre,Salima,,,-13.8441907,34.5586025,community_hospital,public,32757,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,both,23,MAXWELL CHAPWETEKA,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,,
121,,1004-0016,Chagunda Health Centre,Salima,,,-13.87775471,34.36642095,community_hospital,public,14291,100,delivery,both,none,none,irregular,not_available,yes,yes,temperate,4,1,delivered,17,K.Y. MOYO,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,,
122,,1004-0017,Mchoka Health Centre,Salima,,,-13.92357293,34.48907971,community_hospital,public,26973,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,21,MALONIE BANDA,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,,
123,,1004-0018,Chipoka Health Centre,Salima,,,-13.98693299,34.51480354,community_hospital,public,26242,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,5,1,both,30,PETER KANDAYA,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,,
124,,1004-0019,Ngodzi Health Centre,Salima,,,-14.08697608,34.51085839,community_hospital,faithbased,9045,100,delivery,both,none,none,irregular,not_available,yes,yes,temperate,4,1,delivered,43,ALLI CHALE,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,,
125,,1004-0020,Lifeline Health Centre,Salima,,,-14.08899796,34.54412688,community_hospital,private,7318,100,delivery,both,grid,more_than_16,unknown,unknown,yes,yes,temperate,5,1,delivered,45,KILIANA JONAS,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,,
126,,1004-0021,Makho Health Post,Salima,,,-13.46780213,34.35145086,dispensary,public,1792,100,delivery,both,none,none,irregular,not_available,yes,yes,temperate,8,1,collected,30,ALBERT MAPEMBA,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,,
127,,1005-0001,Maonde Health Centre,Dedza,,,-14.40566431,34.11590717,community_hospital,public,16359,100,delivery,both,none,none,available,available,yes,yes,temperate,4,1,delivered,35,KALIVUTE MBEDZA,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,,
128,,1005-0002,Mphati Health Centre,Dedza,,,-14.45504448,34.07645643,community_hospital,public,10032,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,54,FRORENCE CHIKUSE,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,,
129,,1005-0003,Chimoto Health Centre,Dedza,,,-14.44271746,34.0102262,community_hospital,public,29931,100,delivery,both,none,none,available,available,no,yes,temperate,4,1,delivered,60,PETER MZENGO,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,,
130,,1005-0004,Mikonde Health  Centre,Dedza,,,-14.44714153,33.93949911,community_hospital,faithbased,16959,100,delivery,both,none,none,available,irregular,yes,yes,temperate,4,1,delivered,75,RABECCA CHIKATI,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,,
131,,1005-0005,Matumba Health Centre,Dedza,,,-14.37255188,33.9058742,community_hospital,faithbased,32994,100,delivery,both,none,none,available,available,no,yes,temperate,4,1,delivered,84,HARDWEL KABAMBE,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,,
132,,1005-0006,Chitowe,Dedza,,,-14.22570972,34.03961649,community_hospital,public,29555,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,57,ANDERSON KAMWANA,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,,
133,,1005-0007,Mbeza Health Centre,Dedza,,,-14.23513416,33.96760787,community_hospital,public,12238,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,67,KINGS MWANJU,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,,
134,,1005-0008,Kanyezi Health Centre,Dedza,,,-14.31389251,33.95288712,community_hospital,public,25841,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,81,TELEZA C. PHIRI,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,,
135,,1005-0009,Kafere Health Centre,Dedza,,,-14.43172005,33.71765464,community_hospital,public,10137,100,delivery,both,none,none,not_available,available,no,yes,temperate,4,1,delivered,110,ADREW G.MBABA,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,,
136,,1005-0010,Lobi Health Centre,Dedza,,,-14.39031923,34.07179593,community_hospital,public,18521,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,35,JEAN PARANJETA,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,,
137,,1005-0011,Mtakataka,Dedza,,,-14.22765412,34.51472618,community_hospital,public,19632,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,60,YOSEK KALOWA,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,,
138,,1005-0012,Nakalazi Health Centre,Dedza,,,-14.20031973,34.54867727,community_hospital,faithbased,17425,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,67,ALFRED MASANDA,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,,
139,,1005-0013,Mua Health Centre,Dedza,,,-14.28335393,34.51023204,hospital,faithbased,19417,10,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,71,PHILIMON MAGAWA,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,,
140,,1005-0014,Kaundu Healthcentre,Dedza,,,-14.29347409,34.62860731,community_hospital,faithbased,19678,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,76,CHARLSE NTAPANDULA,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,,
141,,1005-0015,Mganja  Health Centre,Dedza,,,-14.42058273,34.5229955,community_hospital,public,4692,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,37,NAKUPETA ELISHA,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,,
142,,1005-0016,Golomoti Health Centre,Dedza,,,-14.4128464,34.60074095,community_hospital,public,25509,100,delivery,both,grid,more_than_16,not_available,available,yes,yes,temperate,4,1,delivered,45,RAWRANCE J.ZOMBEYA,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,,
143,,1005-0017,Bembeke Health Centre,Dedza,,,-14.35803142,34.42453071,community_hospital,faithbased,26172,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,17,ZENASI PHILIP,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,,
144,,1005-0018,Kasina Health Centre,Dedza,,,-14.14301721,34.13137347,community_hospital,faithbased,25189,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,48,JAPHET LEMTON,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,,
145,,1005-0019,Tsoyo Health Centre,Dedza,,,-14.08101172,34.1613347,community_hospital,public,19704,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,45,PRECIOUS MANDALASI,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,,
146,,1005-0020,Kalulu Health Centre,Dedza,,,9.45E+15,-4.42E+17,community_hospital,public,10206,100,delivery,both,none,none,not_available,not_available,yes,yes,temperate,4,1,delivered,20,,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,,
147,,1005-0021,Mayani Health Centre,Dedza,,,-14.09699336,34.24319092,community_hospital,public,26900,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,55,JOSEPHY KUMIMBA,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,,
148,,1005-0022,Kalulu,Dedza,,,-41.07065456,34.5393797,community_hospital,public,10206,100,delivery,both,none,none,irregular,available,no,yes,temperate,4,1,delivered,70,W.B MTOSO,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,,
149,,1005-0023,Chiphwaya Health Centre,Dedza,,,-14.07637348,34.25879553,community_hospital,faithbased,11511,100,delivery,both,none,none,unknown,available,yes,yes,temperate,4,1,delivered,48,MISS KACHERE,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,,
150,,1005-0024,Mtini Health Centre,Dedza,,,-14.04439395,34.23875822,community_hospital,public,16923,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,52,L.TAMBALIKA,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,,
151,,1005-0025,Kaphuka Health Centre,Dedza,,,-14.15977019,34.18908345,community_hospital,public,33385,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,66,CHARITY KALIMA,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,,
152,,1005-0026,Dzindevu Health Centre,Dedza,,,-14.20010067,34.36009551,community_hospital,public,27367,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,25,FATIMA JAMES,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,,
153,,1005-0027,Chikuse,Dedza,,,-14.15055106,34.3185853,community_hospital,public,26246,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,34,COSMAS AORON,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,,
154,,1005-0028,Kanyama Health Centre,Dedza,,,-14.23960973,34.32362323,community_hospital,faithbased,2561,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,26,J. U JUMA,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,,
155,,1005-0029,Chingoni,Dedza,,,-14.31996611,34.2667244,community_hospital,public,20534,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,12,S .K NJAZI,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,,
156,,1005-0030,Mlangali Health Centre,Dedza,,,-14.41313349,34.27279523,community_hospital,public,16369,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,12,A. MPHANDE,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,,
157,,1005-0031,Mphunzi Health,Dedza,,,-14.37857393,34.17504147,community_hospital,faithbased,17932,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,27,F.S DROBENI,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,,
158,,1005-0032,Mtendere Health Centre,Dedza,,,-14.32209,34.09401071,hospital,faithbased,59536,10,delivery,both,grid,more_than_16,not_available,not_available,no,yes,temperate,2,1,delivered,31,FLETCHER TEMBO,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,,
159,,1005-0033,Dedza Health Centre,Dedza,,,-14.38577766,34.3353947,regional_vaccine_store,public,671137,100,depot,none,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,20,J. A. LANJENI,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,,
160,,1005-0034,Dedza Health Centre,Dedza,,,-14.38577766,34.3353947,central_hospital,public,31384,10,delivery,both,grid,more_than_16,unknown,not_available,yes,yes,temperate,4,1,delivered,110,J .A. LANJENI,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,,
161,,1006-0000,Lilongwe Dho,Lilongwe,,,-13.98982914,33.77411298,regional_vaccine_store,public,2105030,100,depot,none,grid,more_than_16,not_available,available,yes,yes,temperate,4,1,collected,3,LLOYD MSOSA,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,,
162,,1006-0001,Bwaila Rural Hospital,Lilongwe,,,-13.98896869,33.77459156,district_hospital,public,124800,10,delivery,static,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,collected,0.5,JEAN KAMWENDO,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,,
163,,1006-0002,Kawale Health Centre,Lilongwe,,,-13.98929402,33.79698054,community_hospital,public,246838,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,collected,3,HELLEN LONJE,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,,
164,,1006-0003,Kamuzu Barracks,Lilongwe,,,-13.97907157,33.82046167,community_hospital,public,5214,100,delivery,static,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,collected,20,EM CHAUMA,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,,
165,,1006-0004,New State House,Lilongwe,,,-13.86746633,33.84968976,community_hospital,public,9000,100,delivery,static,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,collected,13,BENALITA KAPUSA,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,,
166,,1006-0005,Kangoma Health Centre,Lilongwe,,,-13.97522307,33.88153331,community_hospital,public,20582,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,collected,30,GIBSON BANDA,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,,
167,,1006-0006,Muloza Seventh Day Adventist,Lilongwe,,,-14.00489614,33.81690504,community_hospital,faithbased,17000,100,delivery,static,grid,more_than_16,irregular,not_available,yes,yes,temperate,4,1,collected,5,CHIFUNDO BINALI,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,,
168,,1006-0007,Achikondi Women Community Drindly Services,Lilongwe,,,-14.00459779,33.82491336,community_hospital,private,25000,100,delivery,static,grid,fewer_than_4,not_available,not_available,yes,no,temperate,4,1,collected,7,CHARITY F. SALIMA,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,,
169,,1006-0008,Likuni Hospital,Lilongwe,,,-14.0241616,33.70821109,rural_hospital,faithbased,52695,10,delivery,static,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,collected,7,LUCY KALIPENI,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,,
170,,1006-0009,Nkhalango Private Clinic,Lilongwe,,,-14.00984184,33.70450029,community_hospital,private,3235,100,delivery,static,grid,fewer_than_4,not_available,not_available,yes,yes,temperate,4,1,collected,2,E MATABWA,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,,
