Location_accuracy,Location_altitude,Location_latitude,Location_longitude,_default_access,_group_modify,_group_privileged,_group_read_only,_id,admin_region_id,catchment_population,contact_name,contact_phone_number,contact_title,distance_to_supply,electricity_source,facility_id,facility_name,facility_ownership,facility_type,fuel_availability,grid_power_availability,"immunization_services_offered",number_of_cold_boxes,number_of_fs_cold_boxes,"number_of_fs_vaccine_carriers","number_of_vaccine_carriers",vaccine_supply_interval,vaccine_supply_mode
0.0,0.0,-16.084679,35.433155,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H582,"df1f7e91-a49e-4d8e-9129-dc6cb1901ffe",13675,"ISHMAEL MATOLA",,,20.0,none,1019-0023,"Thembe Dispensary",faithbased,community_hospital,,none,both,0,0,0,0,8,both
0.0,0.0,-16.083096,35.611687,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H563,"df1f7e91-a49e-4d8e-9129-dc6cb1901ffe",24976,"AMES KAUNDA",,,15.0,grid,1019-0004,"Mimosa Dispensary",public,health_center,,more_than_16,both,0,0,0,0,4,collected
0.0,0.0,-16.077658,35.714783,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H565,"df1f7e91-a49e-4d8e-9129-dc6cb1901ffe",21285,IKELO,,,20.0,grid,1019-0006,"Namasalima Healt Centre",faithbased,community_hospital,,more_than_16,both,0,0,0,0,4,both
0.0,0.0,-16.07432,35.075546,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H796,"5b9d8445-4ba3-436c-9cfe-bbfca8e7cb17",7860,"ELLEN C GAMA",,,6.0,grid,1028-0013,Satemwa,private,community_hospital,,more_than_16,static,0,0,0,0,4,both
0.0,0.0,-16.065601,34.866344,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H717,"106d4e40-fde6-4558-9e24-f37194131fa2",28099,"GRANT MPEMBELERA",,,17.0,grid,1023-0029,"Mfera Health Centre",public,community_hospital,,more_than_16,both,0,0,0,0,4,both
0.0,0.0,-16.065386,35.146683,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H783,"5b9d8445-4ba3-436c-9cfe-bbfca8e7cb17",632624,"PJ NKHANU",,,35.0,grid,1028-0000,"Thyolo District Hospital Vaccine Store",public,regional_vaccine_store,,more_than_16,none,0,0,0,0,4,collected
0.0,0.0,-16.065334,35.250267,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H786,"5b9d8445-4ba3-436c-9cfe-bbfca8e7cb17",2298,"JOHN NYEZELELA",,,15.0,grid,1028-0003,Mafis,private,community_hospital,,more_than_16,both,0,0,0,0,4,both
0.0,0.0,-16.059856,35.761364,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H566,"df1f7e91-a49e-4d8e-9129-dc6cb1901ffe",43604,"FREDSON PINDANI",,,32.0,none,1019-0007,"Muloza Health Centre",public,community_hospital,,none,both,0,0,0,0,4,collected
0.0,0.0,-16.058214,35.77096,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H784,"5b9d8445-4ba3-436c-9cfe-bbfca8e7cb17",70000,"PJ NKHANU",,,0.0,grid,1028-0001,"Thyolo Dho",public,central_hospital,,more_than_16,both,0,0,0,0,4,both
0.0,0.0,-16.054499,35.006054,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H812,"5b9d8445-4ba3-436c-9cfe-bbfca8e7cb17",4223,"RICHARD PHIRI",,,14.0,grid,1028-0029,Chisinkha,public,dispensary,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-16.048079,35.15354,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H822,"5b9d8445-4ba3-436c-9cfe-bbfca8e7cb17",5116,"JAMES W PHIRI",,,2.0,grid,1028-0039,Conforzi,private,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-16.039976,35.613197,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H585,"df1f7e91-a49e-4d8e-9129-dc6cb1901ffe",22324,"ODGERS NYIRENDA",,,17.0,none,1019-0026,"Bondo Health Centre",public,community_hospital,,none,both,0,0,0,0,4,both
0.0,0.0,-16.038242,35.70629,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H567,"df1f7e91-a49e-4d8e-9129-dc6cb1901ffe",1560,"MOSES NGAMAME",,,68.0,grid,1019-0008,"Chisambo Dispensary",private,community_hospital,,more_than_16,static,0,0,0,0,4,collected
0.0,0.0,-16.03733,35.08926,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H797,"5b9d8445-4ba3-436c-9cfe-bbfca8e7cb17",6000,"JOHN NYEZERERA",,,5.0,grid,1028-0014,Namingomba,private,community_hospital,,more_than_16,both,0,0,0,0,4,collected
0.0,0.0,-16.035236,34.536457,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H697,"106d4e40-fde6-4558-9e24-f37194131fa2",7692,"DUNCAN NYALUGWE",,,42.0,grid,1023-0009,"Misomali Health Centre",faithbased,community_hospital,,more_than_16,static,0,0,0,0,4,delivered
0.0,0.0,-16.033655,35.678154,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H568,"df1f7e91-a49e-4d8e-9129-dc6cb1901ffe",16597,"ANDREW MUMBULU",,,35.0,none,1019-0009,Naphimba,public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-16.026024,34.978226,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H815,"5b9d8445-4ba3-436c-9cfe-bbfca8e7cb17",21878,"ALEX WILSON BANDA",,,78.0,none,1028-0032,Thomas,faithbased,community_hospital,,none,both,0,0,0,0,4,both
0.0,0.0,-16.025997,35.260735,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H785,"5b9d8445-4ba3-436c-9cfe-bbfca8e7cb17",51389,"JANET NISALA",,,19.0,grid,1028-0002,Mangunda,public,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-16.025768,35.65429,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H569,"df1f7e91-a49e-4d8e-9129-dc6cb1901ffe",14000,"HUSSEIN ASIMA",,,25.0,grid,1019-0010,"Lujeri Tea Estate",private,community_hospital,,more_than_16,both,0,0,0,0,4,collected
0.0,0.0,-16.02291,35.50683,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H559,"df1f7e91-a49e-4d8e-9129-dc6cb1901ffe",30908,"MC NEVER MWANGO",,,85.0,grid,1019-0000,"Mulanje District Hospital",public,central_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-16.020628,34.792076,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H688,"106d4e40-fde6-4558-9e24-f37194131fa2",467130,"FINLY KALINDO",,,50.0,grid,1023-0000,"Chikhwawa District Vaccine Store",public,regional_vaccine_store,,more_than_16,none,0,0,0,0,4,collected
0.0,0.0,-16.018166,35.46404,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H583,"df1f7e91-a49e-4d8e-9129-dc6cb1901ffe",49296,"MINUS MPHANDO",,,7.0,grid,1019-0024,"Mulanje Mission Hospital",faithbased,rural_hospital,,more_than_16,both,0,0,0,0,4,both
0.0,0.0,-16.015083,35.031116,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H816,"5b9d8445-4ba3-436c-9cfe-bbfca8e7cb17",3500,"MARGARET T. MNENULA",,,7.0,grid,1028-0033,Chisunga,private,community_hospital,,more_than_16,both,0,0,0,0,4,collected
0.0,0.0,-16.002487,34.48461,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H698,"106d4e40-fde6-4558-9e24-f37194131fa2",13671,"HELRICK LOCKIE",,,50.0,none,1023-0010,"Chapananga Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.99836,35.431995,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H584,"df1f7e91-a49e-4d8e-9129-dc6cb1901ffe",2498,"JANE MWAFULIRWA",,,10.0,grid,1019-0025,"Chisitu Dispensary",public,health_center,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-15.994557,35.115177,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H798,"5b9d8445-4ba3-436c-9cfe-bbfca8e7cb17",1512,"RABECCA KAIRA",,,8.0,grid,1028-0015,Mindali,private,community_hospital,,more_than_16,static,0,0,0,0,4,collected
0.0,0.0,-15.994555,35.322662,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H578,"df1f7e91-a49e-4d8e-9129-dc6cb1901ffe",42814,"LIZZIE MUMBA",,,39.0,grid,1019-0019,"Chonde Health Centre",public,community_hospital,,more_than_16,both,0,0,0,0,4,both
0.0,0.0,-15.989397,35.030952,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H817,"5b9d8445-4ba3-436c-9cfe-bbfca8e7cb17",31432,"DEXFORD CHIDULE",,,14.0,grid,1028-0034,Amalika,public,health_center,,more_than_16,both,0,0,0,0,4,both
0.0,0.0,-15.982086,34.805195,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H722,"106d4e40-fde6-4558-9e24-f37194131fa2",4240,"CONNEX MALONDA",,,10.0,none,1023-0034,"Kavalo Health Post",public,dispensary,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.974385,35.180866,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H795,"5b9d8445-4ba3-436c-9cfe-bbfca8e7cb17",42021,"PAUL GUDU",,,15.0,none,1028-0012,Chimaliro,public,community_hospital,,none,both,0,0,0,0,4,both
0.0,0.0,-15.967856,35.30955,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H741,"d8bfc530-0a92-4c2e-879f-6e8be51fe731",32129,"OTIS SITIMA",,,50.0,none,1024-0014,"Nkalo Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.967769,34.908226,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H650,"2e6fe301-c66c-46b3-9863-3a52bc3dc50a",9553,"JOE DZIMBASEKWA",,,40.0,none,1022-0007,Madziabango,public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.939209,35.12239,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H791,"5b9d8445-4ba3-436c-9cfe-bbfca8e7cb17",17037,"SAMUEL R KAMBONA",,,15.0,grid,1028-0008,Chimvu,public,community_hospital,,more_than_16,both,0,0,0,0,4,collected
0.0,0.0,-15.939078,35.20827,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H794,"5b9d8445-4ba3-436c-9cfe-bbfca8e7cb17",19172,"PW TAIBU",,,18.0,grid,1028-0011,Chitsoka,public,district_hospital,,more_than_16,static,0,0,0,0,4,delivered
0.0,0.0,-15.937185,35.025707,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H813,"5b9d8445-4ba3-436c-9cfe-bbfca8e7cb17",17195,"JAMES MALEULE",,,23.0,grid,1028-0030,Makungwa,public,community_hospital,,more_than_16,both,0,0,0,0,4,both
0.0,0.0,-15.930289,35.76566,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H589,"a8229dea-ec92-4bcc-a83d-ca7e5ba1484f",11269,"AARON KADZUWA",,,50.0,none,1020-0003,Sukasanje,faithbased,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.925666,35.07687,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H790,"5b9d8445-4ba3-436c-9cfe-bbfca8e7cb17",53836,"JONATHAN BENESI",,,15.0,grid,1028-0007,Bvumbwe,public,community_hospital,,more_than_16,both,0,0,0,0,4,both
0.0,0.0,-15.9164095,35.361046,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H577,"df1f7e91-a49e-4d8e-9129-dc6cb1901ffe",35401,"OSCAR STONKEN",,,17.0,none,1019-0018,"Thuchila Health Centre",public,community_hospital,,none,both,0,0,0,0,4,both
0.0,0.0,-15.9156275,35.20527,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H793,"5b9d8445-4ba3-436c-9cfe-bbfca8e7cb17",8161,"RICHARD MALATA",,,20.0,grid,1028-0010,Chingazi,faithbased,hospital,,more_than_16,both,0,0,0,0,4,collected
0.0,0.0,-15.914271,34.95007,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H651,"2e6fe301-c66c-46b3-9863-3a52bc3dc50a",13876,"BENJAMIN BIKA",,,18.0,grid,1022-0008,"St Vincent",faithbased,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-15.905378,34.39329,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H723,"106d4e40-fde6-4558-9e24-f37194131fa2",7203,"ZEX CHIGUDU",,,15.0,none,1023-0035,"Kubalalika Health Post",public,dispensary,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.900493,35.489662,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H570,"df1f7e91-a49e-4d8e-9129-dc6cb1901ffe",45000,"EDSON MLETSENI",,,14.0,none,1019-0011,"Chambe Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.8988695,35.182934,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H792,"5b9d8445-4ba3-436c-9cfe-bbfca8e7cb17",26097,"WEKHA NKOLOKOSA",,,18.0,grid,1028-0009,Mikolongwe,public,community_hospital,,more_than_16,both,0,0,0,0,4,collected
0.0,0.0,-15.892389,34.756927,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H716,"106d4e40-fde6-4558-9e24-f37194131fa2",4040,"MWAZIONA MALEMBO",,,19.0,grid,1023-0028,"Kapichira  Clinic",private,community_hospital,,more_than_16,both,0,0,0,0,4,collected
0.0,0.0,-15.881321,34.298515,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H703,"106d4e40-fde6-4558-9e24-f37194131fa2",5996,"SCOVA DAVID",,,76.0,none,1023-0015,"Gola Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.874495,34.95607,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H652,"2e6fe301-c66c-46b3-9863-3a52bc3dc50a",54000,"TENDAI CHINTENGO",,,12.0,grid,1022-0009,Mpemba,public,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-15.863183,35.12461,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H818,"5b9d8445-4ba3-436c-9cfe-bbfca8e7cb17",2169,"DAN CHIWANDA",,,10.0,none,1028-0035,Nangumi,public,dispensary,,none,both,0,0,0,0,4,collected
0.0,0.0,-15.862905,35.326633,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H576,"df1f7e91-a49e-4d8e-9129-dc6cb1901ffe",8820,"EVANCE MALONJE",,,26.0,grid,1019-0017,"Namulenga Health Centre",faithbased,community_hospital,,more_than_16,both,0,0,0,0,5,both
0.0,0.0,-15.857913,35.751328,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H590,"a8229dea-ec92-4bcc-a83d-ca7e5ba1484f",17149,"H E KUMBANGA",,,36.0,none,1020-0004,"Nkhulambe Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.857301,35.027653,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H649,"2e6fe301-c66c-46b3-9863-3a52bc3dc50a",14298,"DALITSO CHINSAMBA",,,15.0,grid,1022-0006,"Soche Health Centre",public,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-15.857032,35.815685,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H591,"a8229dea-ec92-4bcc-a83d-ca7e5ba1484f",9875,"CHRISTOPHER CHISAWO",,,47.0,none,1020-0005,"Mulungu Alinafe",public,dispensary,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.850477,35.563103,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H571,"df1f7e91-a49e-4d8e-9129-dc6cb1901ffe",18596,"PATRICK KALONGONDA",,,28.0,grid,1019-0012,"Kambenje Health Centre",public,community_hospital,,more_than_16,both,0,0,0,0,4,collected
0.0,0.0,-15.842289,35.32904,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H631,"b3c456f7-a4aa-4ee0-b287-e6233e68acb4",41264,"NORRAH AFFOSO",,,3.0,grid,1021-0028,"Zomba City Clinic",public,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-15.838458,35.26948,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H740,"d8bfc530-0a92-4c2e-879f-6e8be51fe731",36376,"WILLIAM CHATAIKA",,,50.0,grid,1024-0013,"Namitambo Health Centre",public,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-15.833911,34.834396,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H656,"2e6fe301-c66c-46b3-9863-3a52bc3dc50a",13101,"FOSTER J.MCHENGA",,,62.0,grid,1022-0013,"Chabvala Health Centre",public,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-15.829917,35.07877,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H685,"2e6fe301-c66c-46b3-9863-3a52bc3dc50a",9378,"JULIUS C. LUNGU",,,9.0,grid,1022-0042,"Lungu Private Clinic",private,community_hospital,,more_than_16,static,0,0,0,0,4,both
0.0,0.0,-15.824941,35.61842,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H588,"a8229dea-ec92-4bcc-a83d-ca7e5ba1484f",29329,"M CHINGANDA",,,5.0,grid,1020-0002,"Holy Family Hospital",faithbased,community_hospital,,more_than_16,both,0,0,0,0,4,collected
0.0,0.0,-15.824083,35.08037,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H653,"2e6fe301-c66c-46b3-9863-3a52bc3dc50a",195587,"BEATON MOUNTAIN",,,11.0,grid,1022-0010,Bangwe,public,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-15.821476,35.01186,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H662,"2e6fe301-c66c-46b3-9863-3a52bc3dc50a",127667,"MASAUKO TSAMBA",,,8.0,grid,1022-0019,"Zingwangwa Health Centre",public,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-15.818715,35.01243,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H683,"2e6fe301-c66c-46b3-9863-3a52bc3dc50a",1067,"H. VINKHUMBO",,,8.0,grid,1022-0040,"Elimu Private Clinic",private,community_hospital,,more_than_16,static,0,0,0,0,4,delivered
0.0,0.0,-15.816927,35.05186,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H654,"2e6fe301-c66c-46b3-9863-3a52bc3dc50a",103702,"FABRIOLA CHIMKOOLA",,,7.0,grid,1022-0011,"Limbe Health Centre",public,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-15.815658,35.048553,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H663,"2e6fe301-c66c-46b3-9863-3a52bc3dc50a",2995,"GETRUDE CHILEMBA",,,8.0,grid,1022-0020,"Kanjedza Police",private,community_hospital,,more_than_16,static,0,0,0,0,4,delivered
0.0,0.0,-15.811995,35.047947,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H675,"2e6fe301-c66c-46b3-9863-3a52bc3dc50a",889,"NDIDZA MBVUNDULA",,,8.0,grid,1022-0032,"Kanjedza Medical Clinic",private,community_hospital,,more_than_16,static,0,0,0,0,4,both
0.0,0.0,-15.81061,34.993896,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H684,"2e6fe301-c66c-46b3-9863-3a52bc3dc50a",12444,"ELLEN GAFOOMA",,,8.0,grid,1022-0041,"Family Health Clinic",private,community_hospital,,more_than_16,static,0,0,0,0,4,delivered
0.0,0.0,-15.809284,35.019913,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H674,"2e6fe301-c66c-46b3-9863-3a52bc3dc50a",654,"ELESTINA NKUMBA",,,3.0,grid,1022-0031,"Soche Sda Clinic",faithbased,community_hospital,,more_than_16,static,0,0,0,0,4,both
0.0,0.0,-15.807692,34.957012,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H661,"2e6fe301-c66c-46b3-9863-3a52bc3dc50a",6667,"VINCENT MUKWEPERE",,,7.0,none,1022-0018,"Pensulo Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.806219,35.64873,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H586,"a8229dea-ec92-4bcc-a83d-ca7e5ba1484f",25931,"CHRISSIE HAPALA",,,0.5,grid,1020-0000,"Phalombe District Hospital",public,central_hospital,,more_than_16,both,0,0,0,0,4,collected
0.0,0.0,-15.804091,34.36415,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H701,"106d4e40-fde6-4558-9e24-f37194131fa2",16275,"DEFANCE MKANDAWIRE",,,85.0,none,1023-0013,"Gaga Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.803931,35.016502,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H644,"2e6fe301-c66c-46b3-9863-3a52bc3dc50a",6319869,M.GUWENDE,,,350.0,grid,1022-0001,"South Regional Vaccine Store",public,national_vaccine_store,,more_than_16,none,0,0,0,0,12,collected
0.0,0.0,-15.803608,35.074818,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H686,"2e6fe301-c66c-46b3-9863-3a52bc3dc50a",10844,"CHIMWEMWE R NYIRENDA",,,8.0,grid,1022-0043,"Malamulo Day Clinic",private,community_hospital,,more_than_16,static,0,0,0,0,4,both
0.0,0.0,-15.803474,35.039257,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H677,"2e6fe301-c66c-46b3-9863-3a52bc3dc50a",333511,"EDITH CHAMUTOLO",,,7.0,grid,1022-0034,"Blantyre City Assembly Clinic",private,community_hospital,,more_than_16,none,0,0,0,0,4,collected
0.0,0.0,-15.803334,35.647488,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H587,"a8229dea-ec92-4bcc-a83d-ca7e5ba1484f",343269,"P M CHIWAYA",,,100.0,grid,1020-0001,"Phalombe Dho Vaccine Store",public,regional_vaccine_store,,more_than_16,none,0,0,0,0,4,collected
0.0,0.0,-15.802142,35.021328,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H672,"2e6fe301-c66c-46b3-9863-3a52bc3dc50a",199394,"D. KAFOTOKOZA",,,1.0,grid,1022-0029,"Qeen Elizabeth Central Hospital",public,district_vaccine_store,,more_than_16,static,0,0,0,0,4,delivered
0.0,0.0,-15.801492,35.34829,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H575,"df1f7e91-a49e-4d8e-9129-dc6cb1901ffe",34461,"LASTON SAMBANISO",,,40.0,none,1019-0016,"Namphungo Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.801139,34.47562,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H700,"106d4e40-fde6-4558-9e24-f37194131fa2",11383,"VINCENT MKOMBEZI",,,115.0,none,1023-0012,"Chithumba Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.800115,34.30831,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H702,"106d4e40-fde6-4558-9e24-f37194131fa2",7353,"MAPANDA HELENCE",,,109.0,none,1023-0014,"Chang'Ambika Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.799213,35.002922,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H671,"2e6fe301-c66c-46b3-9863-3a52bc3dc50a",199394,"BEN MONOMALA",,,4.0,grid,1022-0028,"Blantyre Dho Vaccine Store",public,regional_vaccine_store,,more_than_16,none,0,0,0,0,4,collected
0.0,0.0,-15.7991495,35.00296,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H681,"2e6fe301-c66c-46b3-9863-3a52bc3dc50a",24444,"THOM W.MTUKUMIRA",,,0.0,grid,1022-0038,"Blantyre Dho Mobile Clinic",public,central_hospital,,more_than_16,none,0,0,0,0,4,delivered
